0.4, -0.0862021
0.421551, -0.0862021
0.433105, -0.0462191
0.446016, -0.0516432
0.458415, -0.0495964
0.467384, -0.0358752
0.473165, -0.0231239
0.479171, -0.0240227
0.482301, -0.012522
0.485816, -0.0140583
0.488893, -0.0123094
0.49141, -0.0100683
0.492664, -0.0050166
0.494035, -0.00548426
0.495031, -0.00398141
0.496127, -0.00438607
0.497104, -0.00390766
0.49776, -0.00262455
0.498367, -0.0024258
0.498849, -0.00192999
0.499192, -0.00137212
0.499463, -0.00108378
0.499646, -0.000731138
0.499805, -0.000634469
0.499903, -0.00039488
0.500022, -0.000475442
0.500087, -0.000260812
0.500129, -0.000167187
0.500164, -0.000140709
0.500193, -0.000114932
0.500193, -8.33029e-05
