0.3, 0.938324, 0.967594, 1
0.3, 0.844525, 1.07998, 1
0.3, 0.907553, 1.00318, 1
0.3, 0.801902, 1.13525, 1
0.3, 0.968919, 0.933356, 1
0.3, 0.860283, 1.06026, 1
0.3, 0.968423, 0.933902, 1
0.3, 0.863193, 1.05665, 1
0.3, 0.944606, 0.960475, 1
0.3, 0.988532, 0.911971, 0
0.3, 0.951198, 0.953053, 1
0.3, 0.922327, 0.985944, 1
0.3, 0.988532, 0.911971, 0
0.3, 0.890981, 1.02284, 1
0.3, 0.924291, 0.983674, 1
0.3, 0.935792, 0.970478, 1
0.3, 0.900659, 1.01131, 1
0.3, 0.928045, 0.979349, 1
0.3, 0.864643, 1.05486, 1
0.3, 0.983406, 0.917519, 1
0.3, 0.873538, 1.04394, 1
0.3, 0.85302, 1.0693, 1
0.3, 0.930109, 0.976978, 1
0.3, 0.947657, 0.957033, 1
0.3, 0.988532, 0.911971, 0
0.3, 0.876422, 1.04042, 1
0.3, 0.874363, 1.04293, 1
0.3, 0.950088, 0.9543, 1
0.3, 0.851417, 1.07131, 1
0.3, 0.948134, 0.956496, 1
0.3, 0.946987, 0.957788, 1
0.3, 0.939081, 0.966734, 1
0.3, 0.957636, 0.945855, 1
0.3, 0.949133, 0.955372, 1
0.3, 0.965587, 0.937032, 1
0.3, 0.79706, 1.14171, 1
0.3, 0.757718, 1.19572, 1
0.3, 0.936347, 0.969846, 1
0.3, 0.988532, 0.911971, 0
0.3, 0.89563, 1.01729, 1
0.3, 0.922941, 0.985235, 1
0.3, 0.764126, 1.18674, 1
0.3, 0.879085, 1.03719, 1
0.3, 0.83534, 1.09165, 1
0.3, 0.940495, 0.965128, 1
0.3, 0.911238, 0.998851, 1
0.3, 0.924349, 0.983608, 1
0.3, 0.926194, 0.98148, 1
0.3, 0.882047, 1.0336, 1
0.3, 0.90652, 1.00439, 1
0.3, 0.957726, 0.945755, 1
0.3, 0.894807, 1.01827, 1
0.3, 0.9938, 0.906299, 1
0.3, 0.94915, 0.955353, 1
0.3, 0.988532, 0.911971, 0
0.3, 0.911319, 0.998757, 1
0.3, 0.930052, 0.977043, 1
0.3, 0.988532, 0.911971, 0
0.3, 0.847509, 1.07622, 1
0.3, 0.863138, 1.05672, 1
0.3, 0.905829, 1.0052, 1
0.3, 0.888002, 1.02641, 1
0.3, 0.988532, 0.911971, 0
0.3, 0.983741, 0.917156, 1
0.3, 0.887761, 1.02671, 1
0.3, 0.930724, 0.976274, 1
0.3, 0.775743, 1.17064, 1
0.3, 0.988532, 0.911971, 0
0.3, 0.924251, 0.98372, 1
0.3, 0.94615, 0.958732, 1
0.3, 0.955466, 0.948276, 1
0.3, 0.857359, 1.06389, 1
0.3, 0.988532, 0.911971, 0
0.3, 0.965435, 0.9372, 1
0.3, 0.967758, 0.934635, 1
0.3, 0.930779, 0.97621, 1
0.3, 0.89956, 1.01261, 1
0.3, 0.935984, 0.97026, 1
0.3, 0.87907, 1.0372, 1
0.3, 0.894837, 1.01823, 1
0.3, 0.956659, 0.946945, 1
0.3, 0.930682, 0.976321, 1
0.3, 0.988532, 0.911971, 0
0.3, 0.874068, 1.04329, 1
0.3, 0.885279, 1.02969, 1
0.3, 0.980794, 0.920357, 1
0.3, 0.957017, 0.946545, 1
0.3, 0.988532, 0.911971, 0
0.3, 0.945906, 0.959007, 1
0.3, 0.982192, 0.918837, 1
0.3, 0.85362, 1.06855, 1
0.3, 0.863364, 1.05644, 1
0.3, 0.999383, 0.900321, 1
0.3, 0.928567, 0.97875, 1
0.3, 0.889848, 1.0242, 1
0.3, 0.917807, 0.991187, 1
0.3, 0.890575, 1.02333, 1
0.3, 0.983647, 0.917257, 1
0.3, 0.875612, 1.04141, 1
0.3, 0.829523, 1.09911, 1
0.3, 0.953304, 0.950694, 1
0.3, 0.915019, 0.994433, 1
0.3, 0.975106, 0.926563, 1
0.3, 0.928872, 0.978398, 1
0.3, 0.843905, 1.08077, 1
0.3, 0.810385, 1.12402, 1
0.3, 0.86803, 1.05069, 1
0.3, 0.939135, 0.966673, 1
0.3, 0.988532, 0.911971, 0
0.3, 0.916172, 0.993089, 1
0.3, 0.870003, 1.04827, 1
0.3, 0.919609, 0.989093, 1
0.3, 0.845287, 1.07902, 1
0.3, 0.950813, 0.953485, 1
0.3, 0.893525, 1.0198, 1
0.3, 0.98967, 0.910743, 1
0.3, 0.944075, 0.961075, 1
0.3, 0.88309, 1.03233, 1
0.3, 0.87468, 1.04255, 1
0.3, 0.874388, 1.0429, 1
0.3, 0.931208, 0.975719, 1
0.3, 0.981536, 0.91955, 1
0.3, 0.980665, 0.920498, 1
0.3, 0.914414, 0.995139, 1
0.3, 0.998899, 0.900839, 1
0.3, 0.960031, 0.94319, 1
0.3, 0.934079, 0.972433, 1
0.3, 0.954633, 0.949207, 1
0.3, 0.933254, 0.973376, 1
0.3, 0.851196, 1.07159, 1
0.3, 0.983817, 0.917072, 1
0.3, 0.937178, 0.968898, 1
0.3, 0.925937, 0.981775, 1
0.3, 0.891888, 1.02175, 1
0.3, 0.933777, 0.972779, 1
0.3, 0.99157, 0.908696, 1
0.3, 0.988532, 0.911971, 0
0.3, 0.776705, 1.16931, 1
