0.3, 0.852525, 1.06992, 1
0.3, 0.942185, 0.963213, 1
0.3, 0.962791, 0.940126, 1
0.3, 0.965754, 0.936847, 1
0.3, 0.896677, 1.01604, 0
0.3, 0.79577, 1.14344, 1
0.3, 0.987078, 0.913542, 1
0.3, 0.817059, 1.11526, 1
0.3, 0.896677, 1.01604, 0
0.3, 0.865096, 1.0543, 1
0.3, 0.942777, 0.962543, 1
0.3, 0.708444, 1.26747, 1
0.3, 0.84525, 1.07907, 1
0.3, 0.674637, 1.31965, 1
0.3, 0.726234, 1.24101, 1
0.3, 0.903214, 1.00829, 1
0.3, 0.924479, 0.983456, 1
0.3, 0.809711, 1.1249, 1
0.3, 0.922927, 0.985251, 1
0.3, 0.896677, 1.01604, 0
0.3, 0.743819, 1.21548, 1
0.3, 0.896677, 1.01604, 0
0.3, 0.787058, 1.15518, 1
0.3, 0.810044, 1.12447, 1
0.3, 0.949107, 0.955402, 1
0.3, 0.886948, 1.02768, 1
0.3, 0.962107, 0.940884, 1
0.3, 0.744193, 1.21494, 1
0.3, 0.982143, 0.91889, 1
0.3, 0.826219, 1.10336, 1
0.3, 0.869239, 1.0492, 1
0.3, 0.948019, 0.956626, 1
0.3, 0.896677, 1.01604, 0
0.3, 0.914659, 0.994853, 1
0.3, 0.736523, 1.226, 1
0.3, 0.709078, 1.26652, 1
0.3, 0.922433, 0.985821, 1
0.3, 0.776282, 1.16989, 1
0.3, 0.921444, 0.986966, 1
0.3, 0.681697, 1.30854, 1
0.3, 0.896649, 1.01607, 1
0.3, 0.896677, 1.01604, 0
0.3, 0.794019, 1.14579, 1
0.3, 0.848651, 1.07478, 1
0.3, 0.906072, 1.00492, 1
0.3, 0.853295, 1.06896, 1
0.3, 0.888005, 1.02641, 1
0.3, 0.862689, 1.05727, 1
0.3, 0.631544, 1.39008, 1
0.3, 0.760105, 1.19237, 1
0.3, 0.896677, 1.01604, 0
0.3, 0.998924, 0.900812, 1
0.3, 0.960605, 0.942552, 1
0.3, 0.811116, 1.12305, 1
0.3, 0.773479, 1.17375, 1
0.3, 0.728295, 1.23798, 1
0.3, 0.885768, 1.0291, 1
0.3, 0.902979, 1.00857, 1
